t_pc,t_sensor,sample_idx,m0_x,m0_y,m0_z,m1_x,m1_y,m1_z,m2_x,m2_y,m2_z,m3_x,m3_y,m3_z,m4_x,m4_y,m4_z
18421.031820487,1775742617.8613696,10349,77.25,-29.850000381469727,-1431.9139404296875,359.8500061035156,-823.3500366210938,-1418.60400390625,-799.3500366210938,405.0000305175781,-1219.43798828125,-78.0,-112.20000457763672,-1326.1600341796875,59.85000228881836,227.85000610351562,-1285.988037109375
18421.033920787,1775742617.8635545,10350,73.35000610351562,-32.10000228881836,-1437.9639892578125,366.0,-819.1500244140625,-1423.4439697265625,-800.1000366210938,404.8500061035156,-1215.323974609375,-78.45000457763672,-126.1500015258789,-1334.387939453125,67.80000305175781,219.75001525878906,-1286.9559326171875
18421.035980319,1775742617.8656049,10351,79.95000457763672,-34.5,-1448.6119384765625,360.3000183105469,-821.550048828125,-1420.2979736328125,-797.4000244140625,408.7500305175781,-1230.0859375,-80.10000610351562,-116.70000457763672,-1319.6259765625,64.95000457763672,220.0500030517578,-1294.2159423828125
18421.03806317,1775742617.8677068,10352,79.05000305175781,-28.350000381469727,-1435.7860107421875,359.8500061035156,-825.7500610351562,-1414.0059814453125,-804.9000244140625,412.6500244140625,-1227.4239501953125,-80.10000610351562,-120.45000457763672,-1335.114013671875,64.35000610351562,225.15000915527344,-1281.8740234375
18421.040186605,1775742617.8698335,10353,80.10000610351562,-33.0,-1437.7220458984375,367.5,-820.6500244140625,-1421.991943359375,-797.7000122070312,412.8000183105469,-1227.907958984375,-81.45000457763672,-115.05000305175781,-1334.8719482421875,69.75,221.25001525878906,-1293.248046875
18421.042378894,1775742617.8720076,10354,75.45000457763672,-34.650001525878906,-1442.3199462890625,362.1000061035156,-819.4500122070312,-1423.927978515625,-803.4000244140625,413.5500183105469,-1225.488037109375,-82.6500015258789,-120.60000610351562,-1328.095947265625,67.05000305175781,222.15000915527344,-1281.8740234375
18421.044538092,1775742617.8741493,10355,71.10000610351562,-31.350000381469727,-1436.0279541015625,364.3500061035156,-824.4000244140625,-1416.1839599609375,-797.550048828125,407.5500183105469,-1228.3919677734375,-79.05000305175781,-125.85000610351562,-1317.9320068359375,65.4000015258789,222.60000610351562,-1282.115966796875
18421.046653088,1775742617.8762438,10356,75.9000015258789,-29.850000381469727,-1432.6400146484375,358.6500244140625,-819.9000244140625,-1416.9100341796875,-798.1500244140625,409.8000183105469,-1223.3099365234375,-79.95000457763672,-115.20000457763672,-1336.5660400390625,65.70000457763672,222.45001220703125,-1290.8280029296875
18421.048786111,1775742617.8784263,10357,80.85000610351562,-28.650001525878906,-1437.7220458984375,361.5,-824.1000366210938,-1405.5360107421875,-803.2500610351562,405.9000244140625,-1228.1500244140625,-78.60000610351562,-121.20000457763672,-1328.095947265625,68.70000457763672,226.20001220703125,-1289.8599853515625
18421.050936369,1775742617.8805668,10358,69.30000305175781,-27.600000381469727,-1436.9959716796875,360.1500244140625,-818.8500366210938,-1413.7640380859375,-799.5000610351562,408.9000244140625,-1219.6800537109375,-79.80000305175781,-118.6500015258789,-1317.447998046875,66.75,220.20001220703125,-1289.8599853515625
18421.053066246,1775742617.8827062,10359,71.25,-31.80000114440918,-1436.511962890625,362.5500183105469,-822.300048828125,-1411.8280029296875,-808.6500244140625,408.45001220703125,-1232.989990234375,-80.70000457763672,-120.30000305175781,-1328.095947265625,62.55000305175781,220.20001220703125,-1288.6500244140625
18421.055147922,1775742617.8847919,10360,77.10000610351562,-30.900001525878906,-1433.1240234375,364.95001220703125,-817.800048828125,-1417.39404296875,-808.9500122070312,408.0000305175781,-1219.43798828125,-83.25,-123.00000762939453,-1331.4840087890625,68.25,220.35000610351562,-1292.0379638671875
18421.057279735,1775742617.886924,10361,74.70000457763672,-31.650001525878906,-1442.56201171875,361.3500061035156,-821.550048828125,-1417.39404296875,-796.6500244140625,411.1500244140625,-1226.93994140625,-78.0,-127.20000457763672,-1331.4840087890625,63.150001525878906,220.0500030517578,-1286.4720458984375
18421.059398722,1775742617.889003,10362,76.5,-27.750001907348633,-1440.6259765625,364.20001220703125,-819.9000244140625,-1417.1519775390625,-802.5000610351562,407.8500061035156,-1232.5059814453125,-76.80000305175781,-120.9000015258789,-1328.095947265625,66.1500015258789,223.8000030517578,-1286.7139892578125
18421.061531763,1775742617.8911238,10363,74.10000610351562,-31.05000114440918,-1434.333984375,364.95001220703125,-822.0000610351562,-1412.7960205078125,-800.7000122070312,407.8500061035156,-1225.488037109375,-73.95000457763672,-118.20000457763672,-1331.4840087890625,67.95000457763672,221.10000610351562,-1280.6639404296875
18421.063644052,1775742617.8932495,10364,77.70000457763672,-33.0,-1432.8819580078125,358.5,-826.9500122070312,-1411.5859375,-806.7000122070312,410.70001220703125,-1236.8619384765625,-75.9000015258789,-123.45000457763672,-1325.676025390625,71.10000610351562,225.00001525878906,-1285.7459716796875
18421.065766597,1775742617.8953927,10365,72.0,-31.650001525878906,-1442.56201171875,362.25,-823.800048828125,-1411.5859375,-800.7000122070312,407.5500183105469,-1224.761962890625,-75.0,-120.60000610351562,-1333.904052734375,71.25,219.75001525878906,-1280.1800537109375
18421.067950973,1775742617.8975668,10366,77.25,-31.350000381469727,-1438.9320068359375,364.3500061035156,-821.2500610351562,-1419.3299560546875,-797.7000122070312,412.3500061035156,-1220.406005859375,-84.0,-122.25000762939453,-1335.5980224609375,61.80000305175781,223.50001525878906,-1289.6180419921875
18421.070031458,1775742617.8996603,10367,75.30000305175781,-29.700000762939453,-1436.9959716796875,357.75,-822.1500244140625,-1415.9420166015625,-801.6000366210938,409.8000183105469,-1218.9539794921875,-77.4000015258789,-116.70000457763672,-1326.885986328125,67.80000305175781,222.3000030517578,-1289.134033203125
18421.072128983,1775742617.9017675,10368,79.35000610351562,-27.000001907348633,-1438.68994140625,363.1500244140625,-819.7500610351562,-1415.699951171875,-798.6000366210938,411.9000244140625,-1228.1500244140625,-86.10000610351562,-115.20000457763672,-1331.968017578125,66.75,224.40000915527344,-1275.3399658203125
18421.074304633,1775742617.9039164,10369,75.75,-29.55000114440918,-1432.156005859375,364.20001220703125,-826.9500122070312,-1416.9100341796875,-800.2500610351562,411.45001220703125,-1231.053955078125,-77.4000015258789,-120.1500015258789,-1324.2239990234375,71.25,228.45001220703125,-1288.166015625
18421.076397856,1775742617.906023,10370,78.30000305175781,-35.400001525878906,-1436.511962890625,352.0500183105469,-825.300048828125,-1416.66796875,-798.9000244140625,413.70001220703125,-1230.0859375,-73.5,-119.55000305175781,-1329.7900390625,63.60000228881836,220.35000610351562,-1284.052001953125
18421.078515988,1775742617.908148,10371,72.9000015258789,-26.700000762939453,-1438.2059326171875,359.1000061035156,-816.9000244140625,-1422.9599609375,-800.8500366210938,411.3000183105469,-1227.666015625,-76.5,-115.95000457763672,-1331.241943359375,60.750003814697266,219.75001525878906,-1285.988037109375
18421.080609146,1775742617.9102435,10372,79.95000457763672,-24.0,-1438.9320068359375,369.1500244140625,-814.2000122070312,-1420.0560302734375,-798.4500122070312,408.9000244140625,-1228.3919677734375,-80.85000610351562,-117.60000610351562,-1331.7259521484375,66.60000610351562,222.3000030517578,-1281.6319580078125
18421.082747244,1775742617.9123929,10373,73.05000305175781,-33.30000305175781,-1439.1739501953125,360.45001220703125,-823.9500122070312,-1427.073974609375,-799.6500244140625,411.0000305175781,-1225.72998046875,-76.35000610351562,-120.30000305175781,-1335.8399658203125,63.60000228881836,221.5500030517578,-1288.8919677734375
18421.084888654,1775742617.914536,10374,76.5,-29.850000381469727,-1443.2879638671875,363.75,-822.4500122070312,-1420.5400390625,-802.2000122070312,415.95001220703125,-1226.2139892578125,-80.25,-120.60000610351562,-1338.501953125,68.85000610351562,220.35000610351562,-1287.197998046875
18421.087006032,1775742617.9166512,10375,73.6500015258789,-33.60000228881836,-1435.7860107421875,361.20001220703125,-820.9500122070312,-1420.781982421875,-801.7500610351562,410.8500061035156,-1226.93994140625,-79.35000610351562,-119.85000610351562,-1329.7900390625,61.05000305175781,224.40000915527344,-1293.73193359375
18421.089137832,1775742617.9187841,10376,80.25,-27.30000114440918,-1432.8819580078125,357.3000183105469,-815.8500366210938,-1415.699951171875,-803.550048828125,405.7500305175781,-1232.989990234375,-80.10000610351562,-117.75000762939453,-1332.93603515625,69.30000305175781,223.35000610351562,-1289.3759765625
18421.091344992,1775742617.9209878,10377,74.4000015258789,-28.05000114440918,-1439.416015625,355.0500183105469,-822.4500122070312,-1408.9239501953125,-798.7500610351562,407.4000244140625,-1224.2779541015625,-75.1500015258789,-122.25000762939453,-1328.095947265625,65.4000015258789,225.60000610351562,-1292.0379638671875
18421.0933882,1775742617.9230342,10378,79.35000610351562,-31.500001907348633,-1443.77197265625,363.0,-822.1500244140625,-1417.39404296875,-803.550048828125,408.9000244140625,-1226.93994140625,-83.10000610351562,-117.45000457763672,-1330.5159912109375,65.25,220.20001220703125,-1288.8919677734375
18421.095513666,1775742617.925159,10379,72.75,-28.80000114440918,-1442.3199462890625,358.3500061035156,-822.4500122070312,-1420.2979736328125,-803.550048828125,402.6000061035156,-1218.9539794921875,-83.55000305175781,-116.25000762939453,-1315.9959716796875,69.60000610351562,220.20001220703125,-1291.7960205078125
18421.097681888,1775742617.9273148,10380,74.55000305175781,-25.80000114440918,-1441.1099853515625,366.6000061035156,-824.2500610351562,-1422.718017578125,-803.1000366210938,403.6500244140625,-1219.6800537109375,-81.9000015258789,-122.55000305175781,-1326.4019775390625,64.05000305175781,223.20001220703125,-1283.8099365234375
18421.099750777,1775742617.9293966,10381,73.6500015258789,-34.80000305175781,-1431.9139404296875,364.95001220703125,-822.6000366210938,-1419.0880126953125,-797.8500366210938,407.5500183105469,-1229.3599853515625,-73.20000457763672,-119.55000305175781,-1326.1600341796875,62.250003814697266,218.5500030517578,-1287.197998046875
18421.101925539,1775742617.9315665,10382,76.80000305175781,-32.55000305175781,-1439.416015625,359.25,-823.2000122070312,-1421.991943359375,-802.2000122070312,408.0000305175781,-1228.3919677734375,-75.9000015258789,-120.00000762939453,-1327.85400390625,68.70000457763672,222.90000915527344,-1291.0699462890625
18421.104042787,1775742617.9336886,10383,74.70000457763672,-25.05000114440918,-1434.092041015625,360.6000061035156,-821.8500366210938,-1415.2159423828125,-799.3500366210938,410.4000244140625,-1230.3280029296875,-75.1500015258789,-115.50000762939453,-1328.5799560546875,73.20000457763672,221.85000610351562,-1285.7459716796875
18421.106092498,1775742617.9357402,10384,70.20000457763672,-31.350000381469727,-1437.47998046875,366.45001220703125,-822.300048828125,-1419.0880126953125,-800.7000122070312,403.95001220703125,-1233.7159423828125,-76.80000305175781,-120.1500015258789,-1329.5479736328125,65.85000610351562,222.15000915527344,-1290.8280029296875
18421.108265011,1775742617.9379106,10385,72.60000610351562,-30.750001907348633,-1432.8819580078125,356.8500061035156,-825.300048828125,-1409.166015625,-793.5000610351562,403.6500244140625,-1229.3599853515625,-79.5,-117.00000762939453,-1328.095947265625,68.4000015258789,222.45001220703125,-1281.8740234375
18421.11035758,1775742617.940005,10386,73.05000305175781,-28.200000762939453,-1441.35205078125,360.6000061035156,-823.5000610351562,-1417.8780517578125,-802.3500366210938,403.8000183105469,-1220.406005859375,-83.4000015258789,-119.85000610351562,-1331.4840087890625,71.70000457763672,222.90000915527344,-1288.8919677734375
18421.11251963,1775742617.9421644,10387,74.25,-24.0,-1437.47998046875,364.6500244140625,-826.800048828125,-1417.39404296875,-796.050048828125,413.5500183105469,-1226.697998046875,-77.25,-119.55000305175781,-1325.1920166015625,62.10000228881836,223.0500030517578,-1284.2939453125
18421.114646638,1775742617.9442806,10388,78.9000015258789,-31.650001525878906,-1447.1600341796875,359.4000244140625,-822.300048828125,-1408.9239501953125,-801.0000610351562,409.0500183105469,-1221.8580322265625,-86.70000457763672,-114.9000015258789,-1327.85400390625,67.05000305175781,222.15000915527344,-1278.4859619140625
18421.116702137,1775742617.9463475,10389,71.25,-31.950000762939453,-1429.97802734375,358.5,-826.800048828125,-1415.4580078125,-807.4500122070312,412.0500183105469,-1224.52001953125,-79.35000610351562,-118.20000457763672,-1325.676025390625,67.35000610351562,219.45001220703125,-1279.93798828125
18421.118889216,1775742617.9485366,10390,71.25,-31.05000114440918,-1429.97802734375,363.1500244140625,-826.800048828125,-1419.572021484375,-805.9500122070312,412.8000183105469,-1219.196044921875,-81.1500015258789,-122.10000610351562,-1335.5980224609375,69.30000305175781,220.65000915527344,-1293.9739990234375
18421.120922732,1775742617.9505703,10391,72.60000610351562,-28.950000762939453,-1433.8499755859375,365.1000061035156,-818.7000122070312,-1407.4720458984375,-805.6500244140625,413.4000244140625,-1222.583984375,-74.85000610351562,-116.70000457763672,-1328.5799560546875,71.10000610351562,225.00001525878906,-1289.3759765625
18421.123048904,1775742617.9526966,10392,77.4000015258789,-26.850000381469727,-1429.4940185546875,361.0500183105469,-820.6500244140625,-1417.8780517578125,-805.050048828125,403.3500061035156,-1238.7979736328125,-79.5,-118.6500015258789,-1335.8399658203125,65.4000015258789,223.8000030517578,-1282.842041015625
18421.125137764,1775742617.9547849,10393,76.6500015258789,-30.900001525878906,-1436.0279541015625,361.5,-822.4500122070312,-1417.8780517578125,-802.5000610351562,411.6000061035156,-1221.3740234375,-79.35000610351562,-118.35000610351562,-1332.2099609375,70.5,215.70001220703125,-1284.052001953125
18421.127279265,1775742617.956928,10394,73.35000610351562,-34.650001525878906,-1435.7860107421875,357.1500244140625,-819.0000610351562,-1416.9100341796875,-799.3500366210938,411.1500244140625,-1219.9219970703125,-80.10000610351562,-119.85000610351562,-1316.47998046875,63.900001525878906,232.0500030517578,-1288.166015625
18421.129402281,1775742617.9590366,10395,80.25,-33.60000228881836,-1433.1240234375,360.6000061035156,-821.8500366210938,-1417.1519775390625,-799.5000610351562,406.5000305175781,-1226.4559326171875,-84.45000457763672,-117.00000762939453,-1331.968017578125,67.35000610351562,223.35000610351562,-1297.1199951171875
18421.131512036,1775742617.961159,10396,69.45000457763672,-27.450000762939453,-1439.657958984375,362.70001220703125,-826.3500366210938,-1409.166015625,-799.5000610351562,413.70001220703125,-1227.907958984375,-81.60000610351562,-119.25000762939453,-1325.1920166015625,68.55000305175781,219.75001525878906,-1276.7919921875
18421.13368073,1775742617.963326,10397,76.20000457763672,-29.100000381469727,-1442.803955078125,365.25,-817.800048828125,-1414.0059814453125,-796.2000122070312,407.1000061035156,-1224.52001953125,-83.4000015258789,-115.50000762939453,-1326.885986328125,65.55000305175781,223.95001220703125,-1284.2939453125
18421.135778866,1775742617.9654245,10398,72.45000457763672,-28.650001525878906,-1443.77197265625,366.6000061035156,-830.1000366210938,-1421.75,-802.050048828125,411.3000183105469,-1230.81201171875,-80.10000610351562,-119.55000305175781,-1330.031982421875,66.1500015258789,224.70001220703125,-1287.43994140625
18421.137891291,1775742617.9675374,10399,74.10000610351562,-31.80000114440918,-1431.18798828125,359.70001220703125,-820.9500122070312,-1409.6500244140625,-803.8500366210938,408.1500244140625,-1220.64794921875,-77.70000457763672,-126.9000015258789,-1333.6619873046875,66.60000610351562,226.65000915527344,-1287.9239501953125
18421.140016693,1775742617.9696593,10400,79.35000610351562,-29.250001907348633,-1436.9959716796875,363.45001220703125,-823.3500366210938,-1411.343994140625,-794.2500610351562,408.0000305175781,-1224.0360107421875,-76.95000457763672,-116.85000610351562,-1327.3699951171875,67.35000610351562,225.3000030517578,-1293.9739990234375
18421.142136451,1775742617.9717846,10401,79.6500015258789,-33.0,-1430.219970703125,358.95001220703125,-829.2000122070312,-1414.9739990234375,-798.0000610351562,411.45001220703125,-1226.4559326171875,-84.60000610351562,-122.10000610351562,-1333.177978515625,61.35000228881836,219.60000610351562,-1282.5999755859375
18421.144282964,1775742617.9739294,10402,77.10000610351562,-32.25,-1437.7220458984375,364.20001220703125,-826.050048828125,-1413.280029296875,-802.2000122070312,409.95001220703125,-1229.1180419921875,-79.35000610351562,-120.1500015258789,-1329.5479736328125,63.45000076293945,223.0500030517578,-1282.842041015625
18421.146400808,1775742617.976035,10403,73.95000457763672,-25.650001525878906,-1442.56201171875,360.6000061035156,-828.1500244140625,-1418.60400390625,-795.4500122070312,409.6500244140625,-1219.43798828125,-84.75,-121.20000457763672,-1326.64404296875,59.85000228881836,227.85000610351562,-1285.5040283203125
18421.148471322,1775742617.9781158,10404,79.5,-31.80000114440918,-1435.5439453125,359.5500183105469,-822.300048828125,-1417.8780517578125,-801.4500122070312,413.1000061035156,-1220.406005859375,-81.60000610351562,-112.50000762939453,-1322.0460205078125,68.10000610351562,222.15000915527344,-1293.73193359375
18421.150596971,1775742617.9802444,10405,79.5,-32.400001525878906,-1434.8179931640625,361.6500244140625,-820.6500244140625,-1417.1519775390625,-801.6000366210938,402.7500305175781,-1234.199951171875,-78.0,-118.20000457763672,-1329.7900390625,64.95000457763672,223.20001220703125,-1287.9239501953125
18421.15275387,1775742617.9823978,10406,74.55000305175781,-23.700000762939453,-1438.2059326171875,360.3000183105469,-822.300048828125,-1416.1839599609375,-802.2000122070312,412.3500061035156,-1217.7440185546875,-71.25,-121.20000457763672,-1321.3199462890625,67.6500015258789,227.5500030517578,-1285.5040283203125
18421.154889008,1775742617.9845364,10407,76.95000457763672,-27.600000381469727,-1436.0279541015625,361.95001220703125,-826.6500244140625,-1417.635986328125,-799.5000610351562,407.2500305175781,-1229.3599853515625,-74.85000610351562,-116.70000457763672,-1330.2740478515625,68.55000305175781,226.95001220703125,-1286.7139892578125
18421.156972349,1775742617.9866157,10408,75.75,-29.55000114440918,-1442.0780029296875,363.3000183105469,-821.4000244140625,-1419.81396484375,-800.550048828125,408.3000183105469,-1220.64794921875,-79.95000457763672,-123.60000610351562,-1334.387939453125,69.75,225.3000030517578,-1290.5859375
18421.159092649,1775742617.9887407,10409,73.35000610351562,-31.500001907348633,-1428.0419921875,363.75,-817.050048828125,-1418.1199951171875,-796.9500122070312,412.6500244140625,-1237.10400390625,-76.20000457763672,-120.60000610351562,-1319.1419677734375,67.05000305175781,221.10000610351562,-1291.553955078125
18421.161200838,1775742617.9908476,10410,70.5,-31.950000762939453,-1440.6259765625,361.8000183105469,-822.7500610351562,-1414.0059814453125,-797.550048828125,405.0000305175781,-1228.1500244140625,-74.4000015258789,-123.60000610351562,-1327.3699951171875,60.60000228881836,220.20001220703125,-1290.8280029296875
18421.163354111,1775742617.9929934,10411,81.45000457763672,-31.950000762939453,-1437.238037109375,356.8500061035156,-831.7500610351562,-1421.2659912109375,-797.1000366210938,415.8000183105469,-1226.4559326171875,-83.25,-127.05000305175781,-1325.1920166015625,66.45000457763672,225.45001220703125,-1287.43994140625
18421.165472796,1775742617.9951184,10412,75.45000457763672,-28.05000114440918,-1438.9320068359375,363.6000061035156,-820.3500366210938,-1411.8280029296875,-807.4500122070312,409.8000183105469,-1231.2960205078125,-79.35000610351562,-120.75000762939453,-1341.406005859375,65.70000457763672,225.60000610351562,-1291.0699462890625
18421.167629786,1775742617.9972782,10413,73.80000305175781,-28.05000114440918,-1439.416015625,359.25,-820.2000122070312,-1414.0059814453125,-798.0000610351562,408.7500305175781,-1230.81201171875,-76.20000457763672,-121.6500015258789,-1329.5479736328125,65.10000610351562,222.45001220703125,-1286.22998046875
18421.169793061,1775742617.9994385,10414,75.60000610351562,-30.450000762939453,-1440.8680419921875,355.0500183105469,-818.550048828125,-1414.248046875,-803.1000366210938,417.9000244140625,-1232.5059814453125,-79.35000610351562,-118.95000457763672,-1332.4520263671875,63.60000228881836,224.40000915527344,-1287.9239501953125
18421.171925974,1775742618.001574,10415,69.9000015258789,-29.850000381469727,-1442.3199462890625,361.3500061035156,-825.7500610351562,-1410.134033203125,-808.2000122070312,406.3500061035156,-1230.0859375,-77.70000457763672,-119.85000610351562,-1324.4659423828125,65.70000457763672,224.10000610351562,-1288.166015625
18421.174047937,1775742618.0036936,10416,72.1500015258789,-30.30000114440918,-1440.384033203125,365.1000061035156,-819.4500122070312,-1415.2159423828125,-796.2000122070312,407.1000061035156,-1225.2459716796875,-80.70000457763672,-117.75000762939453,-1324.949951171875,67.20000457763672,221.40000915527344,-1289.6180419921875
18421.17617834,1775742618.0058255,10417,71.55000305175781,-33.150001525878906,-1441.1099853515625,357.75,-823.5000610351562,-1408.43994140625,-804.1500244140625,411.0000305175781,-1227.1820068359375,-76.05000305175781,-119.10000610351562,-1332.6939697265625,67.5,225.15000915527344,-1282.842041015625
18421.178279485,1775742618.007926,10418,71.10000610351562,-29.250001907348633,-1439.657958984375,358.6500244140625,-819.1500244140625,-1422.4759521484375,-799.3500366210938,408.1500244140625,-1224.761962890625,-76.80000305175781,-117.60000610351562,-1330.5159912109375,61.500003814697266,227.5500030517578,-1286.7139892578125
18421.180336029,1775742618.0099735,10419,75.1500015258789,-27.150001525878906,-1438.9320068359375,364.5,-826.2000122070312,-1418.60400390625,-803.2500610351562,406.8000183105469,-1220.64794921875,-87.1500015258789,-116.70000457763672,-1333.177978515625,61.80000305175781,223.20001220703125,-1285.988037109375
18421.182472247,1775742618.0121188,10420,74.25,-31.200000762939453,-1435.302001953125,358.0500183105469,-824.7000122070312,-1411.8280029296875,-805.5000610351562,405.6000061035156,-1220.1639404296875,-75.45000457763672,-116.10000610351562,-1320.8359375,65.85000610351562,225.45001220703125,-1287.197998046875
18421.184631882,1775742618.01428,10421,72.1500015258789,-27.150001525878906,-1448.1280517578125,360.3000183105469,-820.800048828125,-1422.718017578125,-803.2500610351562,415.3500061035156,-1220.1639404296875,-78.60000610351562,-124.35000610351562,-1322.77197265625,64.5,219.90000915527344,-1291.7960205078125
18421.186778516,1775742618.0164275,10422,69.45000457763672,-29.55000114440918,-1436.9959716796875,355.8000183105469,-830.550048828125,-1418.1199951171875,-802.3500366210938,407.5500183105469,-1220.1639404296875,-75.45000457763672,-120.1500015258789,-1323.2559814453125,70.35000610351562,217.95001220703125,-1288.6500244140625
18421.188922588,1775742618.0185697,10423,75.0,-30.000001907348633,-1438.2059326171875,364.20001220703125,-823.3500366210938,-1412.31201171875,-796.2000122070312,406.8000183105469,-1220.406005859375,-80.85000610351562,-126.00000762939453,-1329.5479736328125,64.80000305175781,226.0500030517578,-1279.4539794921875
18421.191046175,1775742618.0206943,10424,75.0,-26.400001525878906,-1435.7860107421875,361.6500244140625,-823.5000610351562,-1414.489990234375,-799.2000122070312,408.7500305175781,-1229.1180419921875,-75.9000015258789,-122.70000457763672,-1331.241943359375,66.45000457763672,227.70001220703125,-1286.4720458984375
18421.19319599,1775742618.0228283,10425,74.4000015258789,-31.200000762939453,-1446.4339599609375,355.20001220703125,-822.6000366210938,-1421.991943359375,-807.300048828125,411.6000061035156,-1219.43798828125,-85.20000457763672,-121.95000457763672,-1329.7900390625,65.25,220.65000915527344,-1288.8919677734375
18421.195281866,1775742618.0249283,10426,78.1500015258789,-24.600000381469727,-1437.47998046875,368.1000061035156,-824.4000244140625,-1411.8280029296875,-807.6000366210938,405.45001220703125,-1223.0679931640625,-80.55000305175781,-120.9000015258789,-1330.2740478515625,64.95000457763672,223.0500030517578,-1287.197998046875
18421.197422766,1775742618.0270455,10427,73.5,-32.70000076293945,-1434.5760498046875,365.70001220703125,-822.300048828125,-1415.4580078125,-802.2000122070312,416.4000244140625,-1221.1319580078125,-77.4000015258789,-118.6500015258789,-1328.5799560546875,67.05000305175781,227.85000610351562,-1293.489990234375
18421.199513799,1775742618.0291603,10428,72.60000610351562,-31.500001907348633,-1433.1240234375,360.0,-823.2000122070312,-1411.8280029296875,-799.9500122070312,410.4000244140625,-1230.0859375,-79.6500015258789,-121.20000457763672,-1331.4840087890625,63.30000305175781,226.0500030517578,-1296.8780517578125
18421.201642761,1775742618.0312884,10429,77.85000610351562,-27.600000381469727,-1437.238037109375,363.1500244140625,-817.3500366210938,-1423.68603515625,-798.7500610351562,409.0500183105469,-1233.23193359375,-87.9000015258789,-112.95000457763672,-1331.4840087890625,57.750003814697266,225.90000915527344,-1282.115966796875
18421.203744047,1775742618.0333927,10430,73.6500015258789,-30.000001907348633,-1436.9959716796875,362.4000244140625,-829.2000122070312,-1411.10205078125,-799.050048828125,404.1000061035156,-1223.552001953125,-72.30000305175781,-120.45000457763672,-1324.949951171875,63.150001525878906,226.35000610351562,-1295.426025390625
18421.205892196,1775742618.035539,10431,77.55000305175781,-27.30000114440918,-1446.676025390625,360.3000183105469,-819.4500122070312,-1414.248046875,-804.9000244140625,411.7500305175781,-1226.697998046875,-77.10000610351562,-119.25000762939453,-1329.5479736328125,63.30000305175781,223.0500030517578,-1291.0699462890625
