t_pc,t_sensor,sample_idx,m0_x,m0_y,m0_z,m1_x,m1_y,m1_z,m2_x,m2_y,m2_z,m3_x,m3_y,m3_z,m4_x,m4_y,m4_z
19582.973165116,1775743779.802789,82103,81.0,-34.650001525878906,-1444.0140380859375,368.25,-832.6500244140625,-1413.7640380859375,-794.1000366210938,402.1500244140625,-1216.050048828125,-83.10000610351562,-107.25000762939453,-1328.5799560546875,63.45000076293945,227.10000610351562,-1280.6639404296875
19582.975342633,1775743779.8049564,82104,77.55000305175781,-36.900001525878906,-1444.739990234375,368.8500061035156,-826.9500122070312,-1416.9100341796875,-796.5000610351562,404.70001220703125,-1225.2459716796875,-78.0,-111.00000762939453,-1333.177978515625,59.400001525878906,236.5500030517578,-1292.0379638671875
19582.977418718,1775743779.80705,82105,77.4000015258789,-37.80000305175781,-1440.1419677734375,368.25,-829.9500122070312,-1424.89599609375,-794.550048828125,400.20001220703125,-1218.7120361328125,-79.5,-108.1500015258789,-1330.5159912109375,59.400001525878906,226.95001220703125,-1295.426025390625
19582.979543387,1775743779.8091779,82106,73.35000610351562,-37.80000305175781,-1433.1240234375,364.5,-826.9500122070312,-1412.0699462890625,-799.050048828125,407.1000061035156,-1222.8260498046875,-82.20000457763672,-107.25000762939453,-1329.7900390625,66.9000015258789,229.20001220703125,-1284.7779541015625
19582.981705879,1775743779.811347,82107,73.6500015258789,-33.150001525878906,-1439.657958984375,365.25,-828.0000610351562,-1420.781982421875,-792.1500244140625,402.45001220703125,-1225.2459716796875,-83.10000610351562,-108.60000610351562,-1326.4019775390625,66.60000610351562,230.40000915527344,-1286.7139892578125
19582.983822467,1775743779.8134267,82108,74.4000015258789,-32.85000228881836,-1432.6400146484375,360.45001220703125,-826.2000122070312,-1417.635986328125,-794.7000122070312,405.45001220703125,-1217.0179443359375,-79.80000305175781,-106.95000457763672,-1327.1280517578125,62.400001525878906,228.15000915527344,-1282.3580322265625
19582.985964514,1775743779.8155546,82109,72.9000015258789,-39.45000076293945,-1439.416015625,362.8500061035156,-829.3500366210938,-1419.81396484375,-793.6500244140625,409.6500244140625,-1219.43798828125,-79.5,-103.05000305175781,-1327.85400390625,58.20000076293945,233.40000915527344,-1293.9739990234375
19582.988069832,1775743779.8176856,82110,77.10000610351562,-38.10000228881836,-1429.4940185546875,370.3500061035156,-828.4500122070312,-1418.845947265625,-795.1500244140625,401.1000061035156,-1231.5379638671875,-84.1500015258789,-109.35000610351562,-1326.1600341796875,59.55000305175781,229.95001220703125,-1287.43994140625
19582.990162517,1775743779.8198025,82111,74.70000457763672,-37.80000305175781,-1435.0599365234375,366.0,-832.5000610351562,-1419.3299560546875,-788.8500366210938,400.95001220703125,-1217.7440185546875,-77.10000610351562,-102.75000762939453,-1330.2740478515625,55.500003814697266,234.90000915527344,-1288.8919677734375
19582.992321854,1775743779.821951,82112,76.6500015258789,-35.55000305175781,-1443.2879638671875,366.6000061035156,-821.8500366210938,-1422.4759521484375,-794.1000366210938,405.3000183105469,-1212.904052734375,-77.70000457763672,-112.6500015258789,-1328.095947265625,67.95000457763672,233.5500030517578,-1294.2159423828125
19582.994365548,1775743779.824006,82113,75.30000305175781,-37.95000076293945,-1436.0279541015625,365.70001220703125,-829.050048828125,-1420.2979736328125,-795.4500122070312,401.1000061035156,-1223.552001953125,-80.10000610351562,-109.95000457763672,-1326.1600341796875,60.45000076293945,226.95001220703125,-1279.93798828125
19582.996567944,1775743779.8261764,82114,73.05000305175781,-38.85000228881836,-1435.302001953125,366.6000061035156,-826.6500244140625,-1417.8780517578125,-793.2000122070312,405.1500244140625,-1218.7120361328125,-78.0,-107.55000305175781,-1337.2919921875,66.9000015258789,227.70001220703125,-1288.166015625
19582.998614873,1775743779.8282392,82115,78.45000457763672,-35.400001525878906,-1437.7220458984375,365.5500183105469,-824.2500610351562,-1418.845947265625,-789.9000244140625,404.4000244140625,-1213.14599609375,-85.35000610351562,-105.9000015258789,-1328.5799560546875,60.000003814697266,232.95001220703125,-1277.760009765625
19583.000835109,1775743779.8303914,82116,75.60000610351562,-36.75,-1436.9959716796875,363.9000244140625,-829.5000610351562,-1418.3619384765625,-790.800048828125,408.7500305175781,-1217.501953125,-78.9000015258789,-106.6500015258789,-1323.498046875,67.05000305175781,232.0500030517578,-1280.1800537109375
19583.002898646,1775743779.8325112,82117,74.85000610351562,-34.650001525878906,-1439.657958984375,361.0500183105469,-825.7500610351562,-1424.654052734375,-791.8500366210938,400.20001220703125,-1215.323974609375,-82.95000457763672,-109.35000610351562,-1331.241943359375,66.9000015258789,232.65000915527344,-1284.7779541015625
19583.005024802,1775743779.8346353,82118,76.35000610351562,-35.85000228881836,-1439.1739501953125,366.9000244140625,-827.1000366210938,-1412.0699462890625,-791.7000122070312,405.3000183105469,-1225.488037109375,-81.60000610351562,-107.25000762939453,-1325.676025390625,64.80000305175781,229.65000915527344,-1299.781982421875
19583.007147988,1775743779.8367817,82119,73.95000457763672,-33.75,-1440.6259765625,362.8500061035156,-832.5000610351562,-1417.635986328125,-790.5000610351562,408.45001220703125,-1216.7760009765625,-85.5,-105.30000305175781,-1325.91796875,63.45000076293945,226.35000610351562,-1290.10205078125
19583.009286057,1775743779.8389268,82120,67.5,-33.30000305175781,-1429.7359619140625,363.1500244140625,-827.550048828125,-1410.6180419921875,-792.7500610351562,403.95001220703125,-1220.64794921875,-76.35000610351562,-106.05000305175781,-1338.501953125,60.000003814697266,232.20001220703125,-1293.0059814453125
19583.011425169,1775743779.8410678,82121,74.25,-36.60000228881836,-1435.5439453125,359.4000244140625,-826.9500122070312,-1415.2159423828125,-794.4000244140625,400.3500061035156,-1222.0999755859375,-85.5,-104.4000015258789,-1331.0,63.000003814697266,231.45001220703125,-1278.72802734375
19583.013523173,1775743779.8431637,82122,74.25,-33.75,-1437.7220458984375,363.1500244140625,-835.050048828125,-1420.5400390625,-791.7000122070312,400.8000183105469,-1219.9219970703125,-79.6500015258789,-109.05000305175781,-1332.2099609375,62.400001525878906,231.90000915527344,-1296.635986328125
19583.015667832,1775743779.8453095,82123,75.60000610351562,-37.35000228881836,-1438.9320068359375,366.45001220703125,-829.6500244140625,-1413.0379638671875,-792.7500610351562,406.8000183105469,-1223.7939453125,-84.30000305175781,-106.50000762939453,-1320.593994140625,62.250003814697266,225.90000915527344,-1293.248046875
19583.01774777,1775743779.847386,82124,78.30000305175781,-40.35000228881836,-1446.676025390625,360.45001220703125,-822.7500610351562,-1416.1839599609375,-792.300048828125,406.20001220703125,-1226.697998046875,-84.60000610351562,-110.85000610351562,-1325.676025390625,61.05000305175781,235.20001220703125,-1284.7779541015625
19583.019873634,1775743779.84951,82125,76.05000305175781,-39.900001525878906,-1443.0460205078125,367.3500061035156,-829.5000610351562,-1426.10595703125,-793.3500366210938,401.8500061035156,-1218.469970703125,-78.45000457763672,-107.25000762939453,-1319.6259765625,68.70000457763672,230.10000610351562,-1289.6180419921875
19583.022043962,1775743779.851651,82126,70.6500015258789,-33.0,-1435.5439453125,364.6500244140625,-832.6500244140625,-1407.9559326171875,-792.300048828125,403.95001220703125,-1218.7120361328125,-86.10000610351562,-106.20000457763672,-1324.4659423828125,65.10000610351562,232.65000915527344,-1285.02001953125
19583.024154158,1775743779.8537831,82127,74.4000015258789,-37.95000076293945,-1440.1419677734375,363.9000244140625,-822.300048828125,-1419.572021484375,-797.7000122070312,404.5500183105469,-1212.6619873046875,-78.9000015258789,-102.75000762939453,-1335.35595703125,66.0,231.3000030517578,-1285.02001953125
19583.026320408,1775743779.8559306,82128,73.05000305175781,-33.0,-1433.365966796875,358.6500244140625,-824.7000122070312,-1415.2159423828125,-789.0000610351562,404.2500305175781,-1225.2459716796875,-83.55000305175781,-109.95000457763672,-1336.8079833984375,64.95000457763672,229.50001525878906,-1282.3580322265625
19583.028449371,1775743779.8580515,82129,77.70000457763672,-33.150001525878906,-1436.27001953125,359.4000244140625,-825.300048828125,-1420.781982421875,-793.5000610351562,397.5000305175781,-1213.14599609375,-78.30000305175781,-110.4000015258789,-1325.676025390625,71.10000610351562,228.00001525878906,-1287.197998046875
19583.030550471,1775743779.8601754,82130,75.75,-42.30000305175781,-1437.238037109375,370.0500183105469,-833.1000366210938,-1423.68603515625,-792.300048828125,399.7500305175781,-1228.8759765625,-73.20000457763672,-108.45000457763672,-1323.2559814453125,63.60000228881836,232.50001525878906,-1292.0379638671875
19583.032695149,1775743779.8623204,82131,74.55000305175781,-34.20000076293945,-1441.1099853515625,369.1500244140625,-829.5000610351562,-1415.2159423828125,-793.6500244140625,407.2500305175781,-1221.1319580078125,-80.70000457763672,-108.45000457763672,-1318.9000244140625,60.30000305175781,224.70001220703125,-1287.6820068359375
19583.034790512,1775743779.8644116,82132,78.9000015258789,-33.150001525878906,-1433.365966796875,362.1000061035156,-827.7000122070312,-1421.0240478515625,-798.6000366210938,403.6500244140625,-1217.9859619140625,-77.70000457763672,-108.1500015258789,-1329.3060302734375,66.45000457763672,232.20001220703125,-1284.5360107421875
19583.036882035,1775743779.8665073,82133,76.20000457763672,-35.55000305175781,-1450.06396484375,367.95001220703125,-833.1000366210938,-1416.9100341796875,-794.550048828125,400.3500061035156,-1214.5980224609375,-79.05000305175781,-110.10000610351562,-1327.1280517578125,61.650001525878906,231.60000610351562,-1295.66796875
19583.039007193,1775743779.8686311,82134,75.75,-37.35000228881836,-1432.6400146484375,367.20001220703125,-828.300048828125,-1414.0059814453125,-796.3500366210938,399.9000244140625,-1224.761962890625,-77.70000457763672,-105.1500015258789,-1330.5159912109375,63.750003814697266,228.00001525878906,-1293.0059814453125
19583.041123519,1775743779.8707643,82135,75.45000457763672,-35.70000076293945,-1441.8359375,369.3000183105469,-832.2000122070312,-1421.75,-793.3500366210938,404.8500061035156,-1210.968017578125,-79.6500015258789,-104.55000305175781,-1334.387939453125,64.6500015258789,229.95001220703125,-1283.3260498046875
19583.043307176,1775743779.872951,82136,69.75,-30.600000381469727,-1440.1419677734375,367.0500183105469,-825.7500610351562,-1424.4119873046875,-793.6500244140625,408.9000244140625,-1222.8260498046875,-83.85000610351562,-104.55000305175781,-1325.676025390625,61.500003814697266,229.20001220703125,-1286.7139892578125
19583.045433964,1775743779.8750794,82137,71.55000305175781,-38.70000076293945,-1437.7220458984375,360.0,-831.1500244140625,-1419.81396484375,-796.2000122070312,401.70001220703125,-1224.52001953125,-85.6500015258789,-111.1500015258789,-1326.1600341796875,63.750003814697266,228.45001220703125,-1286.22998046875
19583.047565411,1775743779.8772113,82138,70.80000305175781,-36.0,-1425.864013671875,363.3000183105469,-823.800048828125,-1411.8280029296875,-792.6000366210938,400.6500244140625,-1217.0179443359375,-78.0,-111.00000762939453,-1325.1920166015625,66.75,229.35000610351562,-1292.0379638671875
19583.04970672,1775743779.8793447,82139,78.0,-37.5,-1439.657958984375,366.1500244140625,-827.550048828125,-1415.4580078125,-797.4000244140625,406.0500183105469,-1218.22802734375,-87.45000457763672,-116.25000762939453,-1338.260009765625,63.45000076293945,231.00001525878906,-1285.988037109375
19583.051829644,1775743779.8814647,82140,69.75,-38.400001525878906,-1442.56201171875,368.1000061035156,-829.2000122070312,-1419.81396484375,-800.2500610351562,402.6000061035156,-1221.615966796875,-79.6500015258789,-105.1500015258789,-1323.739990234375,62.10000228881836,227.70001220703125,-1293.9739990234375
19583.05397308,1775743779.8835704,82141,70.80000305175781,-35.55000305175781,-1434.5760498046875,367.8000183105469,-830.2500610351562,-1428.5260009765625,-793.2000122070312,405.6000061035156,-1226.4559326171875,-83.4000015258789,-103.50000762939453,-1333.177978515625,60.900001525878906,224.85000610351562,-1289.3759765625
19583.056081623,1775743779.8856976,82142,81.60000610351562,-35.55000305175781,-1433.8499755859375,364.3500061035156,-831.6000366210938,-1414.73193359375,-797.550048828125,411.45001220703125,-1213.6300048828125,-83.10000610351562,-105.45000457763672,-1332.93603515625,65.55000305175781,233.5500030517578,-1286.22998046875
19583.058194806,1775743779.887832,82143,76.95000457763672,-33.900001525878906,-1443.77197265625,369.75,-829.800048828125,-1416.1839599609375,-790.3500366210938,403.6500244140625,-1221.615966796875,-80.70000457763672,-112.50000762939453,-1333.4200439453125,68.10000610351562,229.95001220703125,-1282.3580322265625
19583.060317293,1775743779.8899605,82144,77.70000457763672,-32.55000305175781,-1438.447998046875,360.9000244140625,-829.5000610351562,-1417.1519775390625,-798.0000610351562,404.2500305175781,-1224.52001953125,-83.55000305175781,-107.85000610351562,-1321.0780029296875,62.85000228881836,233.85000610351562,-1282.3580322265625
19583.062438161,1775743779.892078,82145,75.1500015258789,-39.150001525878906,-1445.949951171875,356.4000244140625,-834.7500610351562,-1414.0059814453125,-798.1500244140625,406.20001220703125,-1225.488037109375,-83.85000610351562,-102.75000762939453,-1335.8399658203125,61.35000228881836,233.40000915527344,-1287.197998046875
19583.064562261,1775743779.894205,82146,79.6500015258789,-33.900001525878906,-1441.1099853515625,362.8500061035156,-829.6500244140625,-1419.572021484375,-801.300048828125,402.9000244140625,-1225.9720458984375,-82.5,-108.1500015258789,-1327.6119384765625,64.95000457763672,226.95001220703125,-1291.0699462890625
19583.066642452,1775743779.8962839,82147,75.1500015258789,-35.25,-1436.7540283203125,361.95001220703125,-826.9500122070312,-1420.0560302734375,-789.4500122070312,405.45001220703125,-1220.406005859375,-81.45000457763672,-109.05000305175781,-1319.384033203125,64.35000610351562,228.60000610351562,-1286.9559326171875
19583.068749625,1775743779.898389,82148,75.60000610351562,-37.20000076293945,-1439.1739501953125,366.75,-832.800048828125,-1414.73193359375,-798.1500244140625,401.5500183105469,-1222.583984375,-85.20000457763672,-104.55000305175781,-1328.3380126953125,62.70000076293945,230.5500030517578,-1291.31201171875
19583.070931618,1775743779.9005375,82149,76.20000457763672,-30.750001907348633,-1430.946044921875,365.1000061035156,-831.300048828125,-1419.3299560546875,-791.4000244140625,402.45001220703125,-1214.114013671875,-84.0,-102.60000610351562,-1330.031982421875,60.45000076293945,229.35000610351562,-1291.0699462890625
19583.073042399,1775743779.9026392,82150,67.95000457763672,-36.900001525878906,-1443.530029296875,365.70001220703125,-827.7000122070312,-1424.654052734375,-791.8500366210938,401.5500183105469,-1217.0179443359375,-84.75,-113.4000015258789,-1325.91796875,61.95000076293945,230.25001525878906,-1282.3580322265625
19583.075129959,1775743779.9047573,82151,72.45000457763672,-38.55000305175781,-1435.7860107421875,368.5500183105469,-828.9000244140625,-1413.52197265625,-800.1000366210938,404.4000244140625,-1224.761962890625,-85.95000457763672,-107.85000610351562,-1327.3699951171875,64.35000610351562,230.25001525878906,-1293.489990234375
19583.077322976,1775743779.906955,82152,73.80000305175781,-30.600000381469727,-1445.7080078125,363.75,-826.5000610351562,-1421.75,-794.2500610351562,402.45001220703125,-1217.7440185546875,-79.5,-109.6500015258789,-1325.676025390625,63.45000076293945,235.65000915527344,-1293.9739990234375
19583.079362937,1775743779.9090047,82153,73.35000610351562,-38.85000228881836,-1446.4339599609375,365.4000244140625,-827.550048828125,-1415.4580078125,-794.2500610351562,406.6500244140625,-1226.4559326171875,-79.05000305175781,-106.35000610351562,-1328.5799560546875,57.000003814697266,228.15000915527344,-1295.66796875
19583.081520156,1775743779.9111614,82154,74.70000457763672,-39.900001525878906,-1438.2059326171875,365.5500183105469,-828.0000610351562,-1417.635986328125,-787.9500122070312,405.7500305175781,-1211.4520263671875,-82.5,-102.00000762939453,-1324.4659423828125,67.35000610351562,226.35000610351562,-1286.9559326171875
19583.083623021,1775743779.9132621,82155,79.80000305175781,-40.650001525878906,-1444.98193359375,362.70001220703125,-832.800048828125,-1418.3619384765625,-797.2500610351562,400.6500244140625,-1224.761962890625,-83.25,-103.95000457763672,-1327.3699951171875,61.80000305175781,231.60000610351562,-1293.0059814453125
19583.085777721,1775743779.915421,82156,73.80000305175781,-34.95000076293945,-1444.739990234375,362.70001220703125,-825.9000244140625,-1412.31201171875,-792.9000244140625,404.2500305175781,-1226.697998046875,-75.9000015258789,-107.4000015258789,-1328.095947265625,65.10000610351562,227.85000610351562,-1283.083984375
19583.087907844,1775743779.917539,82157,74.25,-38.10000228881836,-1435.302001953125,364.3500061035156,-829.800048828125,-1412.0699462890625,-798.6000366210938,405.1500244140625,-1211.6939697265625,-83.55000305175781,-109.50000762939453,-1331.241943359375,67.6500015258789,231.15000915527344,-1290.8280029296875
19583.090041234,1775743779.91968,82158,72.75,-33.45000076293945,-1441.1099853515625,364.6500244140625,-826.6500244140625,-1425.864013671875,-794.8500366210938,408.9000244140625,-1211.4520263671875,-85.80000305175781,-105.9000015258789,-1324.949951171875,58.650001525878906,226.35000610351562,-1290.5859375
19583.09217086,1775743779.9218102,82159,74.55000305175781,-40.05000305175781,-1443.2879638671875,364.0500183105469,-830.7000122070312,-1422.2340087890625,-792.300048828125,406.6500244140625,-1222.0999755859375,-83.70000457763672,-107.85000610351562,-1326.64404296875,65.85000610351562,228.00001525878906,-1289.6180419921875
19583.094307172,1775743779.923952,82160,75.45000457763672,-27.150001525878906,-1439.657958984375,363.75,-833.2500610351562,-1418.3619384765625,-791.550048828125,408.9000244140625,-1218.7120361328125,-82.6500015258789,-109.05000305175781,-1327.3699951171875,66.0,229.50001525878906,-1291.31201171875
19583.096453205,1775743779.9260983,82161,70.35000610351562,-30.750001907348633,-1443.0460205078125,368.8500061035156,-828.300048828125,-1414.489990234375,-795.0000610351562,403.8000183105469,-1218.7120361328125,-76.35000610351562,-108.9000015258789,-1330.2740478515625,58.500003814697266,227.85000610351562,-1285.02001953125
19583.098575672,1775743779.928223,82162,75.75,-35.70000076293945,-1442.56201171875,358.3500061035156,-833.7000122070312,-1412.31201171875,-791.550048828125,396.3000183105469,-1224.52001953125,-84.45000457763672,-103.05000305175781,-1320.593994140625,61.95000076293945,227.5500030517578,-1275.0980224609375
19583.100673794,1775743779.9303186,82163,70.95000457763672,-37.80000305175781,-1437.238037109375,362.4000244140625,-833.1000366210938,-1414.0059814453125,-792.300048828125,403.6500244140625,-1228.1500244140625,-82.6500015258789,-107.85000610351562,-1334.14599609375,63.750003814697266,233.5500030517578,-1291.31201171875
19583.102842412,1775743779.9324615,82164,75.75,-35.400001525878906,-1441.8359375,365.70001220703125,-822.7500610351562,-1422.2340087890625,-791.550048828125,407.1000061035156,-1212.4200439453125,-85.20000457763672,-103.05000305175781,-1329.3060302734375,57.150001525878906,233.70001220703125,-1285.02001953125
19583.104956557,1775743779.9345863,82165,76.5,-36.45000076293945,-1442.803955078125,366.9000244140625,-827.1000366210938,-1423.68603515625,-796.9500122070312,400.0500183105469,-1217.260009765625,-79.6500015258789,-104.10000610351562,-1331.241943359375,60.900001525878906,229.65000915527344,-1287.197998046875
19583.107066744,1775743779.93671,82166,76.80000305175781,-31.200000762939453,-1440.1419677734375,360.3000183105469,-823.9500122070312,-1431.429931640625,-789.300048828125,409.95001220703125,-1222.583984375,-83.25,-103.95000457763672,-1331.968017578125,57.60000228881836,233.25001525878906,-1293.9739990234375
19583.109170216,1775743779.9388146,82167,71.25,-37.5,-1450.5479736328125,370.0500183105469,-830.8500366210938,-1414.9739990234375,-791.1000366210938,410.1000061035156,-1215.08203125,-81.60000610351562,-105.45000457763672,-1327.1280517578125,61.80000305175781,230.70001220703125,-1286.7139892578125
19583.111303765,1775743779.9409497,82168,69.9000015258789,-39.900001525878906,-1439.1739501953125,361.6500244140625,-832.050048828125,-1418.3619384765625,-798.300048828125,406.3500061035156,-1217.0179443359375,-80.10000610351562,-108.45000457763672,-1333.904052734375,55.95000076293945,229.0500030517578,-1283.5679931640625
19583.113435746,1775743779.9430814,82169,72.0,-29.850000381469727,-1438.2059326171875,366.0,-830.4000244140625,-1407.4720458984375,-792.7500610351562,399.7500305175781,-1219.6800537109375,-80.4000015258789,-105.30000305175781,-1322.2879638671875,61.95000076293945,225.75001525878906,-1290.10205078125
19583.115552513,1775743779.9451902,82170,74.10000610351562,-37.20000076293945,-1435.5439453125,363.0,-827.8500366210938,-1418.845947265625,-792.300048828125,400.20001220703125,-1212.904052734375,-80.4000015258789,-102.75000762939453,-1332.93603515625,67.5,233.85000610351562,-1293.248046875
19583.117707204,1775743779.9473512,82171,75.9000015258789,-33.45000076293945,-1443.530029296875,367.8000183105469,-830.7000122070312,-1422.2340087890625,-788.8500366210938,406.3500061035156,-1228.3919677734375,-85.20000457763672,-104.55000305175781,-1327.3699951171875,71.4000015258789,231.00001525878906,-1293.73193359375
19583.119811448,1775743779.9494274,82172,67.5,-36.60000228881836,-1441.8359375,366.3000183105469,-830.550048828125,-1421.75,-798.9000244140625,406.20001220703125,-1223.7939453125,-81.9000015258789,-106.50000762939453,-1325.91796875,61.20000076293945,232.35000610351562,-1292.0379638671875
19583.121951909,1775743779.9515824,82173,72.75,-31.950000762939453,-1442.0780029296875,363.45001220703125,-824.4000244140625,-1424.654052734375,-792.1500244140625,404.1000061035156,-1217.0179443359375,-77.4000015258789,-105.60000610351562,-1333.4200439453125,62.400001525878906,232.50001525878906,-1290.8280029296875
19583.124063574,1775743779.9537055,82174,71.10000610351562,-33.900001525878906,-1434.5760498046875,360.45001220703125,-825.1500244140625,-1425.3800048828125,-793.800048828125,401.4000244140625,-1226.93994140625,-86.25,-105.1500015258789,-1320.8359375,64.6500015258789,230.10000610351562,-1286.4720458984375
19583.126164658,1775743779.9558103,82175,76.80000305175781,-36.60000228881836,-1445.7080078125,367.0500183105469,-828.9000244140625,-1424.654052734375,-785.4000244140625,404.4000244140625,-1221.1319580078125,-77.70000457763672,-108.00000762939453,-1331.0,69.45000457763672,224.40000915527344,-1291.0699462890625
19583.12831551,1775743779.95796,82176,70.80000305175781,-36.900001525878906,-1450.3060302734375,367.0500183105469,-829.3500366210938,-1420.2979736328125,-793.6500244140625,405.9000244140625,-1217.0179443359375,-80.55000305175781,-104.4000015258789,-1332.2099609375,63.150001525878906,224.25001525878906,-1288.8919677734375
19583.130431668,1775743779.9600782,82177,74.25,-32.400001525878906,-1438.2059326171875,367.20001220703125,-831.4500122070312,-1418.60400390625,-795.1500244140625,401.5500183105469,-1225.72998046875,-79.35000610351562,-110.4000015258789,-1321.803955078125,62.85000228881836,229.95001220703125,-1290.10205078125
19583.132566814,1775743779.9622078,82178,77.70000457763672,-31.200000762939453,-1437.7220458984375,363.45001220703125,-830.4000244140625,-1421.5079345703125,-790.3500366210938,405.45001220703125,-1221.8580322265625,-79.05000305175781,-109.05000305175781,-1319.384033203125,63.60000228881836,229.8000030517578,-1294.2159423828125
19583.134698025,1775743779.9643438,82179,75.75,-40.80000305175781,-1435.7860107421875,359.8500061035156,-826.9500122070312,-1415.4580078125,-794.8500366210938,405.9000244140625,-1229.843994140625,-82.95000457763672,-107.4000015258789,-1325.1920166015625,63.150001525878906,226.65000915527344,-1289.134033203125
19583.13680062,1775743779.9664264,82180,78.0,-39.60000228881836,-1447.1600341796875,370.20001220703125,-831.4500122070312,-1415.9420166015625,-790.6500244140625,398.8500061035156,-1219.9219970703125,-83.85000610351562,-111.9000015258789,-1334.14599609375,64.95000457763672,222.15000915527344,-1292.280029296875
19583.138913098,1775743779.968551,82181,77.85000610351562,-40.05000305175781,-1437.238037109375,368.4000244140625,-828.6000366210938,-1421.991943359375,-787.3500366210938,399.6000061035156,-1218.469970703125,-79.95000457763672,-108.00000762939453,-1329.5479736328125,54.900001525878906,223.35000610351562,-1297.3619384765625
19583.141035689,1775743779.9706776,82182,71.4000015258789,-34.80000305175781,-1441.35205078125,363.9000244140625,-831.300048828125,-1421.2659912109375,-784.6500244140625,404.1000061035156,-1221.615966796875,-86.10000610351562,-108.45000457763672,-1332.2099609375,63.750003814697266,226.8000030517578,-1293.248046875
19583.14313825,1775743779.9727833,82183,78.1500015258789,-34.80000305175781,-1439.657958984375,362.70001220703125,-825.1500244140625,-1420.2979736328125,-788.8500366210938,408.1500244140625,-1222.8260498046875,-79.5,-102.1500015258789,-1331.0,58.35000228881836,228.75001525878906,-1289.8599853515625
19583.145285122,1775743779.9749284,82184,74.10000610351562,-38.400001525878906,-1431.429931640625,367.95001220703125,-828.9000244140625,-1416.9100341796875,-791.8500366210938,401.1000061035156,-1225.488037109375,-85.5,-101.10000610351562,-1329.3060302734375,61.80000305175781,227.10000610351562,-1282.842041015625
19583.147410117,1775743779.9770517,82185,68.85000610351562,-35.10000228881836,-1440.8680419921875,362.8500061035156,-831.300048828125,-1423.4439697265625,-795.300048828125,406.0500183105469,-1227.666015625,-85.35000610351562,-102.1500015258789,-1333.904052734375,63.000003814697266,227.70001220703125,-1291.31201171875
